개방자치단체코드,관리번호,구분명,근거법령명,화장실명,소재지도로명주소,소재지지번주소,남성용-대변기수,남성용-소변기수,남성용-장애인용대변기수,남성용-장애인용소변기수,남성용-어린이용대변기수,남성용-어린이용소변기수,여성용-대변기수,여성용-장애인용대변기수,여성용-어린이용대변기수,관리기관명,전화번호,개방시간,개방시간상세,설치연월,WGS84위도,WGS84경도,화장실소유구분명,오물처리방식,안전관리시설설치대상여부,비상벨설치여부,비상벨설치장소,화장실입구CCTV설치유무,기저귀교환대유무,기저귀교환대장소,리모델링연월,데이터기준일자,최종수정시점
3740000,202437400000101577,공중화장실,법제3조제3호,서둔동행정복지센터,경기도 수원시 권선구 서호로 146(서둔동),경기도 수원시 권선구 서둔동 207-13,2,6,1,1,0,0,3,0,1,서둔동행정복지센터,,정시,평일 09:00~18:00,,,,공공기관-지방자치단체,수세식,Y,Y,여자화장실,N,N,,,2026-02-20,2026-02-21 08:57:17
3740000,202437400000101868,개방화장실,법제3조제17호-영제3조제2항제1호,삼성테크노파크,경기도 수원시 영통구 중부대로 448번길 97(원천동),경기도 수원시 영통구 원천동 471,3,3,0,0,0,0,2,0,0,삼성테크노파크,,상시,,,,,민간,수세식,Y,Y,여자화장실,N,N,,,2026-02-20,2026-02-20 15:44:58
3740000,202437400000101428,공중화장실,법제3조제3호,윌스기념병원,"경기도 수원시 팔달구 경수대로 437, 윌스기념병원 (인계동)",경기도 수원시 팔달구 인계동 994-3 윌스기념병원,1,2,1,1,0,0,2,1,0,윌스기념병원,,정시,09:00~18:00,,,,공공기관-지방자치단체,수세식,Y,Y,장애인화장실,N,N,,,2026-02-20,2026-02-21 10:25:53
3740000,202437400000101289,공중화장실,법제3조제11호,화서제일주유소,경기도 수원시 팔달구 덕영대로749번길 2 (화서동),경기도 수원시 팔달구 화서동 224-7,1,2,0,0,0,0,1,0,0,화서제일주유소,,정시,06:00~22:00,,,,공공기관-지방자치단체,수세식,N,N,,N,N,,,2026-02-20,2026-02-23 15:21:47
3740000,202437400000101610,공중화장실,법제3조제3호,백로,,경기도 수원시 팔달구 화서동 436-1,2,3,1,0,0,0,5,1,1,수원시 팔달구 녹지공원과,,상시,,,,,공공기관-지방자치단체,수세식,Y,Y,여자화장실,N,Y,여자화장실,,2026-02-20,2026-02-21 08:42:11
3740000,202437400000101736,공중화장실,법제3조제3호,국토지리정보원 본관,"경기도 수원시 영통구 월드컵로 92 (원천동, 국토지리정보원)",경기도 수원시 영통구 원천동 111,3,5,1,0,0,0,2,0,0,국토지리정보원,,정시,09:00-18:00,,,,공공기관-지방자치단체,수세식,N,N,,N,N,,,2026-02-20,2026-02-20 17:49:48
3740000,202437400000101586,공중화장실,법제3조제3호,사색,경기도 수원시 영통구 광교중앙로 96 (원천동),경기도 수원시 영통구 원천동 588,2,3,1,0,1,0,6,1,1,수원시 영통구 녹지공원과,,정시,06:00~22:00,,,,공공기관-지방자치단체,수세식,Y,Y,여자화장실,N,N,,,2026-02-20,2026-02-21 08:51:42
3740000,202437400000101567,공중화장실,법제3조제3호,서호노인복지관 지하1층,경기도 수원시 권선구 구운로 4번길 34(구운동),경기도 수원시 권선구 구운동 501,1,1,0,0,0,0,1,0,0,서호노인복지관,,정시,09:00~18:00,,,,공공기관-지방자치단체,수세식,N,N,,Y,N,,,2026-02-20,2026-02-21 09:08:23
3740000,202437400000101721,공중화장실,법제3조제11호,금강주유소,경기도 수원시 권선구 매송고색로 577 (오목천동),경기도 수원시 권선구 오목천동 274-1,1,2,0,0,0,0,2,0,0,금강주유소,,상시,,,,,공공기관-지방자치단체,수세식,N,N,,Y,N,,,2026-02-20,2026-02-21 07:26:33
3740000,202437400000101904,개방화장실,법제3조제17호-영제3조제2항제1호,(사)한국노총,경기도 수원시 경수대로1081번길 12-4,경기도 수원시 권선구 탑동 903,2,4,0,0,0,0,4,0,0,(사)한국노총,,정시,12시간,,,,민간,수세식,N,N,,N,N,,,2026-02-20,2026-02-23 15:53:56
3740000,202437400000101283,공중화장실,법제3조제1호,대유평,"경기도 수원시 장안구 수성로 195, 111CM (정자동)",경기도 수원시 장안구 정자동 948 111CM,4,4,1,1,1,0,8,1,1,장안구 녹지공원과,,상시,,,,,공공기관-지방자치단체,수세식,Y,Y,여자화장실,N,Y,남자화장실+여자화장실,,2026-02-20,2026-02-23 15:28:11
3740000,202437400000101756,공중화장실,법제3조제3호,광교노인복지관 4층,경기도 수원시 영통구 센트럴타운로 22(이의동),경기도 수원시 영통구 이의동 1328-1,2,3,0,0,0,0,6,0,0,광교노인복지관,,정시,09:00-18:00,,,,공공기관-지방자치단체,수세식,Y,Y,여자화장실,N,N,,,2026-02-20,2026-02-20 17:36:04
3740000,202437400000101649,공중화장실,법제3조제3호,매탄3동행정복지센터,경기도 수원시 영통구 동탄원천로881번길 76(매탄동),경기도 수원시 영통구 매탄동 1279-1,8,8,1,0,0,0,8,0,0,매탄3동행정복지센터,,정시,평일 09:00~18:00,,,,공공기관-지방자치단체,수세식,Y,Y,여자화장실,N,N,,,2026-02-20,2026-02-21 08:22:02
3740000,202437400000101648,공중화장실,법제3조제3호,매탄4동행정복지센터,경기도 수원시 영통구 산남로 26-4(매탄동),경기도 수원시 영통구 매탄동 232-2,4,5,1,0,0,0,8,2,0,매탄4동행정복지센터,,정시,평일 09:00~18:00,,,,공공기관-지방자치단체,수거식,Y,Y,여자화장실,Y,N,,,2026-02-20,2026-02-21 08:22:22
3740000,202437400000101570,공중화장실,법제3조제3호,서호노인복지관 1층,경기도 수원시 권선구 구운로 4번길 34(구운동),경기도 수원시 권선구 구운동 501,2,1,1,1,0,0,3,1,0,서호노인복지관,,정시,09:00~18:00,,,,공공기관-지방자치단체,수세식,N,N,,Y,N,,,2026-02-20,2026-02-21 09:06:59
3740000,202437400000101909,개방화장실,법제3조제17호-영제3조제2항제1호,라퍼스트,경기도 수원시 권선구 곡반정로160(곡반정동),경기도 수원시 권선구 곡반정동 653,2,4,0,0,0,0,4,0,0,라퍼스트,,정시,18시간,,,,민간,수세식,N,N,,N,N,,,2026-02-20,2026-02-23 15:51:09
3740000,202437400000101477,공중화장실,법제3조제3호,다정어린이공원(어공3호),경기도 수원시 권선구 경수대로302번길 32(권선동),경기도 수원시 권선구 권선동 1188-2,1,1,0,0,0,0,2,0,0,수원시 권선구 녹지공원과,,정시,09~18시,,,,공공기관-지방자치단체,수세식,Y,Y,여자화장실,N,N,,,2026-02-20,2026-02-21 09:59:09
3740000,202437400000101380,공중화장실,법제3조제3호,중보들B,경기도 수원시 권선구 산업로155번길 161(고색동),경기도 수원시 권선구 고색동 523-1,4,4,2,2,1,0,9,2,1,수원시 권선구 녹지공원과,,상시,,,,,공공기관-지방자치단체,수세식,Y,Y,여자화장실,Y,N,,,2026-02-20,2026-02-23 14:03:32
3740000,202437400000101466,공중화장실,법제3조제3호,엘포트몰,경기도 수원시 영통구 광교중앙로 145(이의동),경기도 수원시 영통구 이의동 1336-1,18,20,2,0,0,0,37,2,0,엘프트몰,,정시,08:00~23:00,,,,공공기관-지방자치단체,수세식,Y,Y,여자화장실,Y,Y,여자화장실,,2026-02-20,2026-02-21 10:07:25
3740000,202437400000101552,공중화장실,법제3조제3호,솔대,경기도 수원시 권선구 오목천로152번길 7 (고색동),경기도 수원시 권선구 고색동 917,3,3,1,1,0,0,6,0,0,수원시 체육진흥과,,정시,06:00-22:00,,,,공공기관-지방자치단체,수세식,Y,Y,여자화장실,N,Y,여자화장실,,2026-02-20,2026-02-21 09:23:50
3740000,202437400000101458,공중화장실,법제3조제3호,열림,경기도 수원시 영통구 웰빙타운로 73(이의동),경기도 수원시 영통구 이의동 1183,3,3,1,0,1,1,12,1,1,수원시 영통구 녹지공원과,,정시,평일 09:00~18:00,,,,공공기관-지방자치단체,수세식,Y,Y,여자화장실,Y,N,,,2026-02-20,2026-02-21 10:10:34
3740000,202437400000101780,공중화장실,법제3조제11호,경희주유소,경기도 수원시 영통구 덕영대로 1729(영통동),경기도 수원시 영통구 영통동 1025-11,1,2,0,0,0,0,2,0,0,경희주유소,,정시,06:00~22:00,,,,공공기관-지방자치단체,수세식,N,N,,N,N,,,2026-02-20,2026-02-20 17:17:33
3740000,202437400000101765,공중화장실,법제3조제3호,관리사무소,경기도 수원시 영통구 광교호수공원로 102 (하동),경기도 수원시 영통구 하동 1023공 (호수공원관리사무소),3,3,1,2,1,1,8,1,1,수원시 공원녹지사업소,,상시,,,,,공공기관-지방자치단체,수세식,N,N,,N,Y,여자화장실,,2026-02-20,2026-02-20 17:31:55
3740000,202437400000101850,개방화장실,법제3조제17호-영제3조제2항제1호,연무시장(연무종합상가),경기도 수원시 장안구 연무로13번길 66 (연무동),경기도 수원시 장안구 연무동 234-10,2,2,0,0,0,0,2,0,0,연무시장(연무종합상가),,정시,06:00~22:00,,,,민간,수세식,N,N,,N,N,,,2026-02-20,2026-02-20 15:59:40
3740000,202437400000101886,개방화장실,법제3조제17호-영제3조제2항제1호,동수원빌딩,경기도 수원시 팔달구 경수대로 549(인계동),경기도 수원시 팔달구 인계동 955-1,3,3,0,0,0,0,3,0,0,동수원빌딩,,상시,,,,,민간,수세식,Y,Y,여자화장실,N,N,,,2026-02-20,2026-02-23 16:00:25
3740000,202437400000101468,공중화장실,법제3조제3호,에덴메디여성병원,"경기도 수원시 권선구 동수원로 220, 에덴메디빌 (권선동)",경기도 수원시 권선구 권선동 1311-1 에덴메디빌,4,4,1,1,0,0,14,1,0,에덴메디여성병원,,정시,09:00~18:00,,,,공공기관-지방자치단체,수세식,N,N,,Y,Y,여자화장실,,2026-02-20,2026-02-21 10:05:52
3740000,202437400000101471,공중화장실,법제3조제3호,솔밭어린이공원(어공9호),경기도 수원시 권선구 매탄로 11(권선동),경기도 수원시 권선구 권선동 1239,1,1,0,0,0,0,1,0,0,수원시 권선구 녹지공원과,,정시,09~18시,,,,공공기관-지방자치단체,수세식,Y,Y,여자화장실,Y,N,,,2026-02-20,2026-02-21 10:03:14
3740000,202437400000101693,공중화장실,법제3조제11호,대원주유소,경기도 수원시 장안구 경수대로 772 (영화동),경기도 수원시 장안구 영화동 37-317,2,2,0,0,0,0,2,0,0,대원주유소,,정시,06:00~22:00,,,,공공기관-지방자치단체,수세식,N,N,,N,N,,,2026-02-20,2026-02-21 07:51:12
3740000,202437400000101770,공중화장실,법제3조제3호,곡선동우체국,경기도 수원시 권선구 권중로 81(권선동),경기도 수원시 권선구 권선동 1268-1,0,1,0,0,0,0,0,1,0,서수원우체국,,정시,09:00~18:00,,,,공공기관-지방자치단체,수세식,N,N,,N,N,,,2026-02-20,2026-02-20 17:28:45
3740000,202437400000101679,공중화장실,법제3조제3호,동수원세무서 1층,경기도 수원시 영통구 청명남로 13(영통동),경기도 수원시 영통동 999-1,3,3,1,1,0,0,4,0,0,동수원세무서,,정시,09:00~18:00,,,,공공기관-지방자치단체,수세식,Y,Y,여자화장실,N,N,,,2026-02-20,2026-02-21 07:57:36
3740000,202437400000101362,공중화장실,법제3조제3호,연무지구대,경기도 수원시 장안구 경수대로 758(연무동),경기도 수원시 팔달구 연무동 254-11,1,1,1,0,0,0,1,0,0,수원장안경찰서,,상시,,,,,공공기관-지방자치단체,수세식,N,N,,N,N,,,2026-02-20,2026-02-23 14:30:31
3740000,202437400000101576,공중화장실,법제3조제11호,서부주유소,경기도 수원시 팔달구 수성로 188 (화서동),경기도 수원시 팔달구 화서동 647-2,0,2,0,0,0,0,2,0,0,서부주유소,,정시,06:00~22:00,,,,공공기관-지방자치단체,수세식,Y,Y,여자화장실,N,N,,,2026-02-20,2026-02-21 08:57:44
3740000,202437400000101614,공중화장실,법제3조제3호,밤밭노인복지관 지하1층,경기도 수원시 장안구 상률로 53(율전동),경기도 수원시 장안구 율전동 40-1,2,2,1,0,0,0,3,1,0,밤밭노인복지관,,정시,09:00~18:00,,,,공공기관-지방자치단체,수세식,Y,Y,여자화장실,N,Y,여자화장실,,2026-02-20,2026-02-21 08:40:27
3740000,202437400000101664,공중화장실,법제3조제3호,마중광장,"경기도 수원시 권선구 경수대로 88, 마중광장 (권선동)",경기도 수원시 권선구 권선동 1348 마중광장,1,2,1,0,0,0,2,1,0,수원시 권선구 녹지공원과,,상시,,,,,공공기관-지방자치단체,수세식,Y,Y,여자화장실,N,N,,,2026-02-20,2026-02-21 08:09:30
3740000,202437400000101880,개방화장실,법제3조제17호-영제3조제2항제1호,메가스터디학원,경기도 수원시 권선구 권광로 86 (권선동),경기도 수원시 권선구 권선동 1041-2,1,1,1,0,0,0,1,1,0,메가스터디학원,,정시,13시간,,,,민간,수세식,Y,Y,여자화장실,N,N,,,2026-02-20,2026-02-23 16:02:24
3740000,202437400000101493,공중화장실,법제3조제11호,슈퍼맨주유소,경기도 수원시 권선구 덕영대로 1139(세류동),경기도 수원시 권선구 세류동 1125-3,1,1,0,0,0,0,1,0,0,슈퍼맨주유소,,정시,05:00~22:00,,,,공공기관-지방자치단체,수세식,N,N,,N,N,,,2026-02-20,2026-02-21 09:49:55
3740000,202437400000101739,공중화장실,법제3조제3호,구운1호(은하수어린이공원),경기도 수원시 권선구 구운로86번길 20-21(구운동),경기도 수원시 권선구 구운동 487,1,1,0,0,0,0,1,0,0,수원시 권선구 녹지공원과,,정시,09~18시,,,,공공기관-지방자치단체,수세식,Y,Y,여자화장실,N,N,,,2026-02-20,2026-02-20 17:47:31
3740000,202437400000101537,공중화장실,법제3조제3호,수원병원본관2층남쪽,"경기도 수원시 장안구 수성로245번길 69, 경기도립수원의료원 (정자동)",경기도 수원시 장안구 정자동 886-9 경기도립수원의료원,2,3,0,0,0,0,2,0,0,수원병원본관2층남쪽,,정시,09:00~18:00,,,,공공기관-지방자치단체,수세식,N,N,,N,N,,,2026-02-20,2026-02-21 09:29:31
3740000,202437400000101307,공중화장실,법제3조제1호,혜령,경기도 수원시 영통구 에듀타운로 91(이의동),경기도 수원시 영통구 이의동 1354,2,2,1,1,1,1,8,1,2,수원시 영통구 녹지공원과,,정시,06:00~22:00,,,,공공기관-지방자치단체,수세식,Y,Y,여자화장실,N,N,,,2026-02-20,2026-02-23 15:08:51
3740000,202437400000101862,개방화장실,법제3조제17호-영제3조제2항제1호,세진셀프세차장,경기도 수원시 권선구 장다리로 2(세류동),경기도 수원시 권선구 세류동 1123,1,1,0,0,0,0,1,0,0,세진셀프세차장,,상시,,,,,민간,수세식,N,N,,N,N,,,2026-02-20,2026-02-20 15:48:36
3740000,202437400000101487,공중화장실,법제3조제3호,신동수변,경기도 수원시 영통구 덕영대로1373번길 66 (신동),경기도 수원시 영통구 신동 942,4,3,1,0,1,1,7,1,1,수원시 영통구 녹지공원과,,상시,,,,,공공기관-지방자치단체,수세식,Y,Y,여자화장실,N,N,,,2026-02-20,2026-02-21 09:52:06
3740000,202437400000101496,공중화장실,법제3조제11호,수일가스충전소,"경기도 수원시 권선구 평동로 31, 수일가스충전소 (고색동)",경기도 수원시 권선구 고색동 173-2 수일가스충전소,2,2,0,0,0,0,1,0,0,수일가스충전소,,정시,00:00~24:00,,,,공공기관-지방자치단체,수세식,N,N,,N,N,,,2026-02-20,2026-02-21 09:48:38
3740000,202437400000101684,공중화장실,법제3조제3호,동문,경기도 수원시 장안구 장안구 경수대로 893(조원동),경기도 수원시 장안구 장안구 조원동 775번지,3,3,0,0,0,0,4,0,0,KT야구단,,상시,,,,,공공기관-지방자치단체,수세식,Y,Y,여자화장실,Y,N,,,2026-02-20,2026-02-21 07:55:02
3740000,202437400000101856,개방화장실,법제3조제17호-영제3조제2항제1호,수운빌딩,경기도 수원시 팔달구 정조로 777(팔달로3가),경기도 수원시 팔달구 팔달로3가 101-2,1,1,0,0,0,0,1,0,0,수운빌딩,,정시,06:00~22:00,,,,민간,수세식,Y,Y,여자화장실,N,N,,,2026-02-20,2026-02-20 15:53:48
3740000,202437400000101508,공중화장실,법제3조제3호,수원역 지하2층 서편,"경기도 수원시 팔달구 덕영대로 924 (매산로1가, AK플라자)",경기도 수원시 팔달구 매산로1가 18,2,2,1,1,0,0,5,1,0,한국철도공사,,정시,05:00~23:30,,,,공공기관-지방자치단체,수세식,N,N,,N,Y,여자화장실,,2026-02-20,2026-02-21 09:40:26
3740000,202437400000101788,공중화장실,법제3조제3호,경기도수원교육지원청 4층,경기도 수원시 장안구 경수대로 792(영화동),경기도 수원시 장안구 영화동 107-12 경기도수원교육청,2,2,0,0,0,0,4,0,0,경기도수원교육지원청,,정시,9:00~18:00,,,,공공기관-지방자치단체,수세식,N,N,,N,N,,,2026-02-20,2026-02-20 17:07:15
3740000,202437400000101450,공중화장실,법제3조제3호,영통역 화장실,경기도 수원시 영통구 봉영로 1560 지하 1층 (영통동),경기도 수원시 영통구 영통동 1055,8,11,1,1,1,0,21,1,1,한국철도공사 수도권동부본부,,정시,20시간,,,,공공기관-지방자치단체,수세식,N,N,,N,N,,,2026-02-20,2026-02-21 10:13:11
3740000,202437400000101495,공중화장실,법제3조제3호,숙지,경기도 수원시 팔달구 화양로68번길 7-40(화서동),경기도 수원시 팔달구 화서동 259-14,2,4,1,0,0,1,3,1,1,수원시 팔달구 녹지공원과,,상시,,,,,공공기관-지방자치단체,수세식,Y,Y,여자화장실,Y,Y,여자화장실,,2026-02-20,2026-02-21 09:49:05
