개방자치단체코드,관리번호,구분명,근거법령명,화장실명,소재지도로명주소,소재지지번주소,남성용-대변기수,남성용-소변기수,남성용-장애인용대변기수,남성용-장애인용소변기수,남성용-어린이용대변기수,남성용-어린이용소변기수,여성용-대변기수,여성용-장애인용대변기수,여성용-어린이용대변기수,관리기관명,전화번호,개방시간,개방시간상세,설치연월,WGS84위도,WGS84경도,화장실소유구분명,오물처리방식,안전관리시설설치대상여부,비상벨설치여부,비상벨설치장소,화장실입구CCTV설치유무,기저귀교환대유무,기저귀교환대장소,리모델링연월,데이터기준일자,최종수정시점
3000000,202530000000100852,개방화장실,법제3조제16호-영제3조제1항제1호,강북삼성병원,서울특별시 종로구 새문안로 29,서울특별시 종로구 평동 108-1,1,2,1,1,0,0,3,1,0,강북삼성병원,0215998114,정시,평일 08:30~17:00,,37.56836,126.96749,민간,수세식,N,N,,N,N,,,2024-12-31,2025-11-10 09:45:40
3000000,202530000000100997,개방화장실,법제3조제17호-영제3조제2항제1호,한국색동박물관,"서울특별시 종로구 율곡로10길 85-7 1층, 2층",서울특별시 종로구 권농동 187-25,1,0,0,0,0,0,1,0,0,색동박물관,,정시,10:00~18:00,,37.5739,126.9921,민간,수세식,N,N,,N,N,,,2024-12-31,2025-11-10 09:45:40
3000000,202530000000101005,개방화장실,법제3조제17호-영제3조제2항제1호,자하문주유소,서울특별시 종로구 자하문로 248,서울특별시 종로구 부암동 155-3,1,2,0,0,0,0,1,0,0,자하문주유소,,상시,,,37.59633,126.96435,민간,수세식,N,N,,N,N,,,2024-12-31,2025-11-10 09:45:40
3000000,202530000000100821,공중화장실,법제3조제16호-영제3조제1항제1호,청운대안내소 공중화장실(청운대 안내소 앞),서울특별시 종로구 부암동 16-3,서울특별시 종로구 부암동 16-3,1,2,0,0,0,0,1,1,0,종로구청 도시녹지과,0221482832,상시,,202001,37.5963,126.97289,공공기관-지방자치단체,수세식,Y,Y,장애인화장실+남자화장실+여자화장실,Y,Y,여자화장실,,2024-12-31,2025-11-10 09:45:40
3000000,202530000000100968,개방화장실,법제3조제17호-영제3조제2항제1호,성터교회,서울특별시 종로구 낙산성곽동길 26,서울특별시 종로구 창신2동 640-243,1,1,0,0,0,0,1,0,0,성터교회,,정시,07:00-18:00+ 일요일폐쇄,,37.57496,127.00929,민간,수세식,N,N,,N,N,,,2024-12-31,2025-11-10 09:45:40
3000000,202530000000100841,개방화장실,법제3조제16호-영제3조제1항제1호,종로구민회관,서울특별시 종로구 지봉로5길 7-5,서울특별시 종로구 창신동 222-8,1,1,1,0,0,0,1,1,0,종로구시설관리공단 건강사업부,0221484061,정시,09:00~18:00,,37.57352,127.01449,공공기관-지방공공기관(지방공기업/지방출자출연기관),수세식,Y,Y,장애인화장실+남자화장실+여자화장실,Y,Y,여자화장실,,2024-12-31,2025-11-10 09:45:40
3000000,202530000000100816,공중화장실,법제3조제16호-영제3조제1항제1호,산마루놀이터,서울특별시 종로구 창신동 23-350,서울특별시 종로구 창신동 23-350,1,1,1,1,1,1,1,0,1,종로구청 도시녹지과,0221482832,정시,9시간,201801,37.57558,127.01241,공공기관-지방자치단체,수세식,Y,Y,장애인화장실,Y,Y,여자화장실,,2024-12-31,2025-11-10 09:45:40
3000000,202530000000101000,개방화장실,법제3조제17호-영제3조제2항제1호,㈜대양씨앤씨 사직주유소,서울특별시 종로구 사직로 65,서울특별시 종로구 사직동 262-85 사직주유소,1,2,0,0,0,0,1,0,0,㈜대양씨앤씨 사직주유소,,상시,,,37.57451,126.96661,민간,수세식,N,N,,N,N,,,2024-12-31,2025-11-10 09:45:40
3000000,202530000000100931,개방화장실,법제3조제17호-영제3조제2항제1호,계원빌딩,서울특별시 종로구 청계천로 71,서울특별시 종로구 관철동 32-4,2,2,0,0,0,0,2,0,0,계원빌딩,,정시,06:00-22:30,,37.56952,126.9874,민간,수세식,N,N,,N,N,,,2024-12-31,2025-11-10 09:45:40
3000000,202530000000100920,공중화장실,법제3조제16호-영제3조제1항제1호,인왕산등산로입구 공중화장실,서울특별시 종로구 무악동 46-1894,서울특별시 종로구 무악동 46-1894,1,1,0,0,0,0,2,0,0,종로구청 청소행정과,0221482383,상시,,201209,37.57741,126.96114,공공기관-지방자치단체,수세식,Y,Y,장애인화장실+남자화장실+여자화장실,N,N,,,2024-12-31,2025-11-10 09:45:40
3000000,202530000000100820,공중화장실,법제3조제16호-영제3조제1항제1호,인왕산 청운지구(3)(청운공원 어린이놀이터 화장실),서울특별시 종로구 청운동 7-6,서울특별시 종로구 청운동 7-6,1,1,0,0,0,0,2,0,0,종로구청 도시녹지과,0221482832,정시,08:30-16:30,202101,37.58968,126.96542,공공기관-지방자치단체,수세식,Y,Y,남자화장실+여자화장실,Y,N,,,2024-12-31,2025-11-10 09:45:40
3000000,202530000000100972,개방화장실,법제3조제17호-영제3조제2항제1호,JW 매리어트 호텔,서울특별시 종로구 청계천로 279,서울특별시 종로구 종로6가 289-3,2,2,1,0,0,0,2,1,0,JW 매리어트 호텔,,상시,,,37.57092,127.00784,민간,수세식,N,N,,N,N,,,2024-12-31,2025-11-10 09:45:40
3000000,202530000000100843,개방화장실,법제3조제16호-영제3조제1항제1호,삼청테니스장,서울특별시 종로구 삼청로 156,서울특별시 종로구 삼청동 산2-1,2,2,0,0,0,0,3,0,0,종로구시설관리공단 건강사업부,0221484068,정시,월-금07:00~21:00 토-일07:00~18:00 공휴일09:00~18:00,,37.59271,126.98179,공공기관-지방공공기관(지방공기업/지방출자출연기관),수세식,Y,N,,N,N,,,2024-12-31,2025-11-10 09:45:40
3000000,202530000000100855,개방화장실,법제3조제16호-영제3조제1항제1호,사직동 주민센터화장실,서울특별시 종로구 사직로9길 1,서울특별시 종로구 사직동 1-28,1,1,0,0,0,0,2,1,0,종로구 사직동주민센터,0221485035,정시,09:00~18:00,202304,37.57594,126.96727,공공기관-지방자치단체,수세식,Y,Y,남자화장실+여자화장실,N,N,,,2024-12-31,2025-11-10 09:45:40
3000000,202530000000100892,공중화장실,법제3조제16호-영제3조제1항제1호,종로3가역(3),서울특별시 종로구 묘동 59 종로3가역(3호선),서울특별시 종로구 묘동 59,5,5,0,0,0,0,9,0,0,서울교통공사,0261103291,정시,05~24,,37.57156329,126.9918758,공공기관-국가공공기관,수세식,N,Y,장애인화장실+여자화장실,Y,Y,남자화장실+여자화장실,,2024-12-31,2025-11-10 09:45:40
3000000,202530000000100927,개방화장실,법제3조제17호-영제3조제2항제1호,SK본사,서울특별시 종로구 종로 26,서울특별시 종로구 서린동 99,2,4,1,0,0,0,2,1,0,Sk본사,,정시,07:00-20:00,,37.56997,126.98278,민간,수세식,N,N,,N,N,,,2024-12-31,2025-11-10 09:45:40
3000000,202530000000100975,개방화장실,법제3조제17호-영제3조제2항제1호,안동교회,서울특별시 종로구 윤보선길 57,서울특별시 종로구 안국동 27,0,1,0,0,0,0,1,0,0,안동교회,,상시,,,37.57841,126.98316,민간,수세식,N,N,,N,N,,,2024-12-31,2025-11-10 09:45:40
3000000,202530000000100994,개방화장실,법제3조제17호-영제3조제2항제1호,락고재 북촌빈관(서울공공한옥),서울특별시 종로구 북촌로11가길 10,서울특별시 종로구 가회동 31-122,1,2,0,0,0,0,3,0,0,락고재 북촌빈관(서울공공한옥),,정시,"10:00~17:00, 월,화 휴관",,37.58237,126.98421,민간,수세식,N,N,,N,N,,,2024-12-31,2025-11-10 09:45:40
3000000,202530000000101001,개방화장실,법제3조제17호-영제3조제2항제1호,서대문교회,"서울특별시 종로구 통일로8길 16, 2층",서울특별시 종로구 송월동 148,1,3,1,0,0,0,2,1,0,서대문교회,,정시,"05:00~22:00, 무휴",,37.56925,126.96545,민간,수세식,N,N,,N,N,,,2024-12-31,2025-11-10 09:45:40
3000000,202530000000100943,개방화장실,법제3조제17호-영제3조제2항제1호,경희궁의 아침 3단지,서울특별시 종로구 사직로8길 34,서울특별시 종로구 내수동 72,3,3,0,0,0,0,4,0,0,경희궁의 아침 3단지,,상시,,,37.57359,126.9721,민간,수세식,N,N,,N,N,,,2024-12-31,2025-11-10 09:45:40
3000000,202530000000100850,개방화장실,법제3조제16호-영제3조제1항제1호,평창동주민센터,서울특별시 종로구 평창문화로 65,서울특별시 종로구 평창동 186-9,1,1,1,1,0,0,2,1,0,종로구 평창동주민센터,0221485122,정시,09시~18시,200903,37.60637,126.96834,공공기관-지방자치단체,수세식,Y,Y,장애인화장실+남자화장실+여자화장실,N,N,,,2024-12-31,2025-11-10 09:45:40
3000000,202530000000100952,개방화장실,법제3조제17호-영제3조제2항제1호,하나로빌딩,서울특별시 종로구 인사동5길 25,서울특별시 종로구 인사동 194-4,4,3,0,1,0,0,3,0,0,하나로빌딩,,정시,05:00-21:00,,37.57209,126.98544,민간,수세식,N,N,,N,N,,,2024-12-31,2025-11-10 09:45:40
3000000,202530000000100858,개방화장실,법제3조제16호-영제3조제1항제1호,삼청동 주민센터,서울특별시 종로구 삼청로 107,서울특별시 종로구 삼청동 105-1,2,2,1,1,0,0,1,1,0,종로구 삼청동주민센터,0221485064,정시,9시간,199507,37.58499,126.98188,공공기관-지방자치단체,수세식,Y,Y,장애인화장실+남자화장실+여자화장실,Y,N,,,2024-12-31,2025-11-10 09:45:40
3000000,202530000000100818,공중화장실,법제3조제16호-영제3조제1항제1호,우정총국시민광장,서울특별시 종로구 견지동 39-8,서울특별시 종로구 견지동 39-8,1,2,0,0,0,0,5,0,0,종로구청 도시녹지과,0221482832,정시,9시간,200301,37.5743,126.98269,공공기관-지방자치단체,수세식,Y,Y,장애인화장실+여자화장실,Y,Y,여자화장실,,2024-12-31,2025-11-10 09:45:40
3000000,202530000000101004,개방화장실,법제3조제17호-영제3조제2항제1호,맥도날드 서울동묘앞역점,서울특별시 종로구 종로 339,서울특별시 종로구 창신동 290,2,1,0,0,0,0,2,0,0,맥도날드 서울동묘앞역점,,상시,,,37.57315,127.01512,민간,수세식,N,N,,N,N,,,2024-12-31,2025-11-10 09:45:40
